second,quic,tcp,orbit,pep,iw,loss
18.4,20156.535795632873,15600.774045119535,leo,1,"10,100,100,10",10^0
18.5,20173.404112679025,15638.058267363907,leo,1,"10,100,100,10",10^0
18.6,20194.63952586737,15663.768564253103,leo,1,"10,100,100,10",10^0
18.7,20213.707422636147,15703.649848741816,leo,1,"10,100,100,10",10^0
18.8,20238.505996102605,15728.61223960648,leo,1,"10,100,100,10",10^0
18.9,20262.00388736774,15758.913670156897,leo,1,"10,100,100,10",10^0
19.0,20296.79551979917,15785.485998311025,leo,1,"10,100,100,10",10^0
19.1,20329.044542460837,15813.187564086284,leo,1,"10,100,100,10",10^0
19.2,20363.943556565533,15839.719660290897,leo,1,"10,100,100,10",10^0
19.3,20390.390085513907,15859.110560964218,leo,1,"10,100,100,10",10^0
19.4,20419.45221913723,15883.894768150089,leo,1,"10,100,100,10",10^0
19.5,20445.006133270945,15902.264108969799,leo,1,"10,100,100,10",10^0
19.6,20479.971267137367,15924.280810623564,leo,1,"10,100,100,10",10^0
19.7,20525.173146321238,15943.814781502751,leo,1,"10,100,100,10",10^0
19.8,20547.54087575636,15959.12211313647,leo,1,"10,100,100,10",10^0
19.9,20585.10134224372,15985.219663138801,leo,1,"10,100,100,10",10^0
20.0,20606.206382043452,16006.503723864638,leo,1,"10,100,100,10",10^0
20.1,20641.005467712585,16032.89385224885,leo,1,"10,100,100,10",10^0
20.2,20684.526149088655,16054.178123224185,leo,1,"10,100,100,10",10^0
20.3,20729.694204797735,16081.291863738821,leo,1,"10,100,100,10",10^0
20.4,20771.617889623743,16107.390997999246,leo,1,"10,100,100,10",10^0
20.5,20812.046938514348,16130.56940054895,leo,1,"10,100,100,10",10^0
20.6,20858.88840547709,16163.811581832697,leo,1,"10,100,100,10",10^0
20.7,20901.278710117367,16186.26441607951,leo,1,"10,100,100,10",10^0
20.8,20945.69306996258,16211.196758610406,leo,1,"10,100,100,10",10^0
20.9,21002.37471838002,16237.729377913021,leo,1,"10,100,100,10",10^0
21.0,21040.93175703383,16264.408097241572,leo,1,"10,100,100,10",10^0
21.1,21071.89962938464,16290.359052443268,leo,1,"10,100,100,10",10^0
